blh,type,family,common_name,genus,organism,primer,OTU ,sequences,blh_mix_count,time_period,year,date,region,state,host_plant,BCTV,CPt,S_citri
211,Nightshade,Solanaceae,Black nightshade,Solanum,Solanum nigrum,ITS,7,32,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
210,Crop,Apiaceae,Dill,Anethum,Anethum graveolens,ITS,1,77,4,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
210,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,7,62,4,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
210,Nightshade,Solanaceae,Black nightshade,Solanum,Solanum nigrum,ITS,3,30,4,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
210,Tree,Pinaceae,Hemlock,Tsuga,Tsuga heterophylla,ITS,4,2,4,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
209,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,2,21,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
209,Grass,Poaceae,Barnyard grass,Echinochloa,Echinochloa oryzoides,ITS,13,240,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
209,Nightshade,Solanaceae,Black nightshade,Solanum,Solanum nigrum,ITS,6,2,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
208,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,9,73,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
208,Lambsquarter,Amaranthaceae,White lambsquarter,Chenopodium,Chenopodium album,ITS,2,14,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
208,Grass,Poaceae,Barnyard grass,Echinochloa,Echinochloa oryzoides,ITS,4,4,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
208,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,6,3,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
208,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,5,3,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
208,Weed,Plantaginaceae,Plantain,Plantago,Plantago lanceolata,ITS,7,3,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
208,Nightshade,Solanaceae,Black nightshade,Solanum,Solanum nigrum,ITS,9,2,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
208,Weed,Zygophyllaceae,Goathead,Tribulus,Tribulus terrestris,ITS,3,8,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
206,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,5,79,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
206,Lambsquarter,Amaranthaceae,Lambsquarter,Chenopodium,Chenopodium amaranticolor,trnF,2,NA,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
206,Lambsquarter,Amaranthaceae,White lambsquarter,Chenopodium,Chenopodium album,ITS,3,5,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
206,Grass,Poaceae,Barnyard grass,Echinochloa,Echinochloa oryzoides,ITS,2,5,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
206,Grass,Poaceae,Ryegrass annual,Lolium,Lolium rigidum,ITS,5,2,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
205,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,3,5,4,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
205,Crop,Fabaceae,Chickpea,Cicer,Cicer arietinum,ITS,1,51,4,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
205,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,4,2,4,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
205,Weed,Plantaginaceae,Plantain,Plantago,Plantago lanceolata,ITS,2,10,4,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
203,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,11,29,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
203,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,12,2,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
203,Cannabis,Cannabaceae,Cannabis,Cannabis,Cannabis sativa,ITS,11,2,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
203,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,5,34,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
203,Grass,Poaceae,Ryegrass,Lolium,Lolium saxatile,ITS,8,4,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
203,Grass,Poaceae,Ryegrass annual,Lolium,Lolium rigidum,ITS,6,6,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
203,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,4,9,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
203,Grass,Poaceae,Foxtail millet,Setaria ,Setaria italica,ITS,9,3,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
203,Nightshade,Solanaceae,Black nightshade,Solanum,Solanum nigrum,ITS,5,8,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
203,Grass,Poaceae,Wheat,Triticum,Triticum monococcum,ITS,7,5,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
202,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,1,13,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
202,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,2,6,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
202,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,7,5,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
200,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,1,14,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
200,Mustard,Brassicaceae,Wild cabbage,Brassica,Brassica oleracea,ITS,4,2,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
200,Grass,Poaceae,Ryegrass annual,Lolium,Lolium rigidum,ITS,3,2,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
200,Weed,Plantaginaceae,Plantain,Plantago,Plantago lanceolata,ITS,2,7,5,July,2022,7/20/2022,Prosser,WA,Cannabis,1,1,0
194,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,1,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
194,Mustard,Brassicaceae,Blue mustard,Chorispora,Chorispora tenella,ITS,3,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
194,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,4,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
194,Grass,Poaceae,Foxtail millet,Setaria,Setaria italica,ITS,2,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
188,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,2,13,4,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,1
188,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,3,2,4,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,1
188,Weed,Plantaginaceae,Plantain,Plantago,Plantago lanceolata,ITS,1,14,4,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,1
185,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,5,7,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
185,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,3,18,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
185,Grass,Poaceae,Crabgrass,Digitaria,Digitaria ciliaris,ITS,21,242,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
185,Grass,Poaceae,Crabgrass,Digitaria,Digitaria glauca,trnF,2,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
185,Grass,Poaceae,Crabgrass,Digitaria,Digitaria sanguinalis,trnF,1,9,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
185,Grass,Poaceae,Ryegrass annual,Lolium,Lolium rigidum,ITS,4,10,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
185,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,1,313,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
185,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,15,6,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
185,Crop,Lamiaceae,Thyme,Thymus,Thymus pulegioides,ITS,6,3,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
184,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,3,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
184,Crop,Cannabaceae,Hops,Humulus,Humulus lupulus,ITS,2,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
184,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,1,23,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
183,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,4,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
183,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,3,4,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
183,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,1,6,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
183,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,7,7,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
181,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,11,173,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
181,Lambsquarter,Amaranthaceae,White lambsquarter,Chenopodium,Chenopodium album,ITS,5,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
181,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,10,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
181,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,8,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
181,Grass,Poaceae,Foxtail millet,Setaria,Setaria italica,ITS,7,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
181,Nightshade,Solanaceae,Black nightshade,Solanum,Solanum nigrum,ITS,2,5,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
181,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,3,4,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
181,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,9,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
180,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,12,3,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
180,Weed,Asteraceae,Trailing petunia,Calibrachoa,Calibrachoa elegans,ITS,4,19,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
180,Crop,Fabaceae,Chickpea,Cicer,Cicer arietinum,ITS,14,3,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
180,Weed,Solanaceae,Petunia,Petunia,Petunia sp.,ITS,5,13,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
180,Weed,Solanaceae,Petunia,Petunia,Petunia sp.,ITS,5,13,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
180,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,51,4,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
180,Weed,Plantaginaceae,Plantain,Plantago,Plantago lanceolata,ITS,15,3,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
180,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,15,78,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
180,Nightshade,Solanaceae,Black nightshade,Solanum,Solanum nigrum,ITS,6,10,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
180,Weed,Fabaceae,Clover,Trifolium,Trifolium fragiferum,ITS,27,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
179,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,8,333,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
179,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,10,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
179,Cannabis,Cannabaceae,Cannabis,Cannabis,Cannabis sativa,ITS,4,4,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
179,Crop,Fabaceae,Chickpea,Cicer,Cicer arietinum,ITS,2,126,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
179,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,3,6,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
179,Shrub,Hydrangeaceae,Mock orange,Philadelphus,Philadelphus sericanthus,ITS,5,4,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
179,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,8,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
179,Grass,Poaceae,Foxtail millet,Setaria,Setaria italica,ITS,6,3,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
179,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,9,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
177,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,5,4,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
177,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,1,95,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
177,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,11,3,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
177,Cannabis,Cannabaceae,Cannabis,Cannabis,Cannabis sativa,ITS,7,3,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
177,Mustard,Brassicaceae,Blue mustard,Chorispora,Chorispora tenella,ITS,17,6,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
177,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,16,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
177,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,15,64,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
177,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,7,70,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
177,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,45,10,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
177,Grass,Poaceae,Wheat,Triticum,Triticum aestivum,ITS,12,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
176,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,15,4,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
176,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,7,62,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
176,Lambsquarter,Amaranthaceae,White lambsquarter,Chenopodium,Chenopodium album,ITS,2,7,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
176,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,21,4,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
176,Shrub,Solanaceae,Matrimony vine,Lycium,Lycium barbarum,ITS,4,3,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
176,Weed,Plantaginaceae,Plantain,Plantago,Plantago lanceolata,ITS,3,5,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
176,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,5,3,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
176,Weed,Zygophyllaceae,Goathead,Tribulus,Tribulus terrestris,ITS,9,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
175,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,1,17,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
175,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,2,4,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
175,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,4,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
175,Tree,Malvaceae,Linden,Tilia,Tilia x,ITS,3,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
174,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,9,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
174,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,1,106,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
174,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,11,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
174,Weed,Geraniaceae,Cranes bill ,Geranium,Geranium pusillum,ITS,6,5,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
174,Weed,Asteraceae,Daisy,Leucanthemum,Leucanthemum vulgare,ITS,9,126,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
174,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,7,5,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
174,Grass,Poaceae,Foxtail millet,Setaria,Setaria italica,ITS,10,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
174,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,8,4,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
173,Crop,Amaranthaceae,Beet,Beta,Beta vulgaris,ITS,13,5,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
173,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,1,81,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
173,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,4,5,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
173,Mustard,Brassicaceae,Blue mustard,Chorispora,Chorispora tenella,ITS,8,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
173,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,5,4,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
173,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,3,12,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
173,Tree,Fagaceae,Oak,Quercus,Quercus sp.,ITS,9,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
173,Nightshade,Solanaceae,Black nightshade,Solanum,Solanum nigrum,ITS,12,79,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
173,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,11,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
171,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,1,13,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
171,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,2,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
151,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,1,40,4,August,2022,8/2/2022,Prosser,WA,Cannabis,1,1,0
151,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,7,2,4,August,2022,8/2/2022,Prosser,WA,Cannabis,1,1,0
151,Cannabis,Cannabaceae,Cannabis,Cannabis,Cannabis sativa,ITS,2,20,4,August,2022,8/2/2022,Prosser,WA,Cannabis,1,1,0
151,Mustard,Brassicaceae,Blue mustard,Chorispora,Chorispora tenella,ITS,5,2,4,August,2022,8/2/2022,Prosser,WA,Cannabis,1,1,0
151,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,4,3,4,August,2022,8/2/2022,Prosser,WA,Cannabis,1,1,0
151,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,3,3,4,August,2022,8/2/2022,Prosser,WA,Cannabis,1,1,0
151,Grass,Poaceae,Ryegrass annual,Lolium,Lolium rigidum,ITS,6,2,4,August,2022,8/2/2022,Prosser,WA,Cannabis,1,1,0
145,Crop,Asteraceae,Tarragon,Artemisia,Artemisia dracunculus,ITS,4,2,5,August,2022,8/2/2022,Othello,WA,Cannabis,1,1,0
145,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,3,4,5,August,2022,8/2/2022,Othello,WA,Cannabis,1,1,0
145,Cannabis,Cannabaceae,Cannabis,Cannabis,Cannabis sativa,ITS,2,48,5,August,2022,8/2/2022,Othello,WA,Cannabis,1,1,0
145,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,1,135,5,August,2022,8/2/2022,Othello,WA,Cannabis,1,1,0
138,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,1,17,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
138,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,5,3,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
138,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,3,4,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
138,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,4,3,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
138,Weed,Plantaginaceae,Plantain,Plantago,Plantago lanceolata,ITS,2,8,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
138,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,6,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
137,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,1,65,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
137,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,4,4,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
137,Mustard,Brassicaceae,Blue mustard,Chorispora,Chorispora tenella,ITS,5,3,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
137,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,7,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
137,Grass,Poaceae,Ryegrass annual,Lolium,Lolium rigidum,ITS,6,3,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
137,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,2,18,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
137,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,3,5,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
136,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,11,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
136,Weed,Amaranthaceae,Licorice plant,Blitum,Blitum petiolare,ITS,11,112,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
136,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,2,21,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
136,Lambsquarter,Amaranthaceae,White lambsquarter,Chenopodium,Chenopodium album,ITS,4,8,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
136,Mustard,Brassicaceae,Blue mustard,Chorispora,Chorispora tenella,ITS,8,3,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
136,Crop,Apiaceae,Carrot,Daucus,Daucus carota,ITS,5,4,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
136,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,9,3,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
136,Grass,Poaceae,Barnyard grass,Echinochloa,Echinochloa oryzoides,ITS,7,3,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
136,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,3,16,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
136,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,6,4,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
136,Weed,Polygonaceae,Knotweed,Polygonum,Polygonum aviculare,ITS,12,2,5,June,2022,6/30/2022,Prosser,WA,Cannabis,1,1,0
130,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,3,9,4,June,2022,6/21/2022,Othello,WA,Cannabis,1,1,0
130,Mustard,Brassicaceae,Blue mustard,Chorispora,Chorispora tenella,ITS,10,2,4,June,2022,6/21/2022,Othello,WA,Cannabis,1,1,0
130,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,8,4,4,June,2022,6/21/2022,Othello,WA,Cannabis,1,1,0
130,Crop,Cannabaceae,Hops,Humulus,Humulus lupulus,ITS,6,6,4,June,2022,6/21/2022,Othello,WA,Cannabis,1,1,0
130,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,5,8,4,June,2022,6/21/2022,Othello,WA,Cannabis,1,1,0
130,Weed,Asteraceae,Prickly Lettuce,Lactuca,Lactuca serriola,ITS,2,14,4,June,2022,6/21/2022,Othello,WA,Cannabis,1,1,0
130,Crop,Cucurbitaceae,Melon,Melon,Melon 17S,ITS,9,2,4,June,2022,6/21/2022,Othello,WA,Cannabis,1,1,0
130,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,1,29,4,June,2022,6/21/2022,Othello,WA,Cannabis,1,1,0
130,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,4,9,4,June,2022,6/21/2022,Othello,WA,Cannabis,1,1,0
130,Nightshade,Solanaceae,Bittersweet nightshade,Solanum,Solanum dulcamara,ITS,7,4,4,June,2022,6/21/2022,Othello,WA,Cannabis,1,1,0
130,Tree,Ulmaceae,Elm,Ulmus,Ulmus pumila,ITS,11,2,4,June,2022,6/21/2022,Othello,WA,Cannabis,1,1,0
