Type,Family,Common,Genus,BLH,BLTVA,BCTV,BarCode,Query,Organism,Sequences,Date,Time,Region,Site,HostPlant,Year
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,671,1,0,trnF,bc1105--bc1177,Salsola collina,4,"Wednesday, August 12, 2020",Early August,Othello,G,Kochia,2020
Shrub,Rosaceae,Blackberry,Rubus,193,0,1,ITS,bc1153--bc1172,Rubus allegheniensis,5,"Wednesday, May 27, 2020",Late May,Pasco,M,Kochia,2020
Shrub,Smilacaceae,Greenbriar,Smilax,190,1,0,ITS,bc1153--bc1171,Smilax aberrans,2,"Wednesday, May 27, 2020",Late May,Pasco,M,Kochia,2020
Shrub,Smilacaceae,Greenbriar,Smilax,193,0,1,ITS,bc1153--bc1172,Smilax aberrans,219,"Wednesday, May 27, 2020",Late May,Pasco,M,Kochia,2020
Tree,Rutaceae,Cam sành,Citrus,190,1,0,trnF,bc1107--bc1120,Citrus benikoji,10,"Wednesday, May 27, 2020",Late May,Pasco,M,Kochia,2020
Tree,Juglandaceae,English walnut,Juglans,23,0,0,trnF,bc1099--bc1106,Juglans regia,2,"Monday, May 18, 2020",Late May,Moxee,A,Kochia,2020
Tree,Rosaceae,peach,Prunus,190,1,0,ITS,bc1153--bc1171,Prunus persica,2,"Wednesday, May 27, 2020",Late May,Pasco,M,Kochia,2020
Tree,Rosaceae,pear,Pyrus,472,1,0,trnF,bc1113--bc1144,Pyrus communis,2,"Wednesday, June 17, 2020",Late June,Othello,F,Kochia,2020
Tree,Malvaceae,Linden,Tilia,190,1,0,ITS,bc1153--bc1171,Tilia cordata,2,"Wednesday, May 27, 2020",Late May,Pasco,M,Kochia,2020
Weed,Amaryllidaceae,Wild onion,Allium,28,0,0,ITS,bc1146--bc1171,Allium pskemense,5,"Monday, May 18, 2020",Late May,Moxee,A,Kochia,2020
Weed,Boraginaceae,Borage,Amsinckia,787,1,0,trnF,bc1169--bc1177,Amsinckia intermedia,8,"Thursday, August 27, 2020",Late August,Othello,E,Kochia,2020
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,127,0,0,ITS,bc1152--bc1173,Chenopodium album,11,"Monday, May 18, 2020",Late May,Othello,F,Kochia,2020
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,190,1,0,ITS,bc1153--bc1171,Chenopodium album,46,"Wednesday, May 27, 2020",Late May,Pasco,M,Kochia,2020
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,509,0,0,trnF,bc1105--bc1114,Chenopodium album,101,"Thursday, June 25, 2020",Late June,Pasco,M,Kochia,2020
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,509,0,0,ITS,bc1133--bc1191,Chenopodium album,106,"Thursday, June 25, 2020",Late June,Pasco,M,Kochia,2020
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,671,1,0,ITS,bc1123--bc1173,Chenopodium album,2,"Wednesday, August 12, 2020",Early August,Othello,G,Kochia,2020
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,671,1,0,trnF,bc1105--bc1177,Chenopodium album,12,"Wednesday, August 12, 2020",Early August,Othello,G,Kochia,2020
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,787,1,0,trnF,bc1169--bc1177,Chenopodium album,8,"Thursday, August 27, 2020",Late August,Othello,E,Kochia,2020
Weed,Fabaceae,Alfalfa,Medicago,127,0,0,ITS,bc1152--bc1173,Medicago sativa,247,"Monday, May 18, 2020",Late May,Othello,F,Kochia,2020
Weed,Asteraceae,Goldernrod,Solidago,193,0,1,trnF,bc1107--bc1109,Solidago canadensis,2,"Wednesday, May 27, 2020",Late May,Pasco,M,Kochia,2020
Crop,Solanaceae,Tomato,Solanum,504,1,0,trnF,bc1100--bc1105,Solanum lycopersicum,7,"Thursday, June 25, 2020",Late June,Pasco,M,Netseed Lambsquarters,2020
Kochia,Amaranthaceae,Kochia,Bassia,504,1,0,trnF,bc1100--bc1105,Bassia littorea,7,"Thursday, June 25, 2020",Late June,Pasco,M,Netseed Lambsquarters,2020
Pigweed,Amaranthaceae,Pigweed,Amaranthus,504,1,0,trnF,bc1100--bc1105,Amaranthus capensis,3,"Thursday, June 25, 2020",Late June,Pasco,M,Netseed Lambsquarters,2020
Pigweed,Amaranthaceae,Smooth Pigweed,Amaranthus,504,1,0,ITS,bc1133--bc1171,Amaranthus hybridus,13,"Thursday, June 25, 2020",Late June,Pasco,M,Netseed Lambsquarters,2020
Pigweed,Amaranthaceae,Spiny Pigweed,Amaranthus,504,1,0,trnF,bc1100--bc1105,Amaranthus spinosus,5,"Thursday, June 25, 2020",Late June,Pasco,M,Netseed Lambsquarters,2020
Potato,Solanaceae,potato,Solanum,504,1,0,trnF,bc1100--bc1105,Solanum tuberosum,17,"Thursday, June 25, 2020",Late June,Pasco,M,Netseed Lambsquarters,2020
Tree,Fabaceae,Black Locust,Robinia,504,1,0,trnF,bc1100--bc1105,Robinia pseudoacacia,3,"Thursday, June 25, 2020",Late June,Pasco,M,Netseed Lambsquarters,2020
Tree,Fabaceae,Black Locust,Robinia,504,1,0,ITS,bc1133--bc1171,Robinia pseudoacacia,10,"Thursday, June 25, 2020",Late June,Pasco,M,Netseed Lambsquarters,2020
Grass,Poaceae,Wolly Blue Grass,Poa,108,0,1,trnF,bc1110--bc1175,Poa sublanata,16,"Monday, May 18, 2020",Late May,Mattawa,C,Potato,2020
Kochia,Amaranthaceae,Kochia,Bassia,362,0,1,trnF,bc1110--bc1142,Bassia littorea,2,"Wednesday, June 3, 2020",Early June,Mattawa,D,Potato,2020
Kochia,Amaranthaceae,Kochia,Bassia,577,0,1,trnF,bc1106--bc1176,Bassia littorea,51,"Wednesday, July 15, 2020",Late July,Mattawa,D,Potato,2020
Kochia,Amaranthaceae,Kochia,Bassia,107,1,1,ITS,bc1146--bc1189,Bassia scoparia,3,"Monday, May 18, 2020",Late May,Mattawa,C,Potato,2020
Mustard,Brassicaceae,Flixweed,Descurainia,108,0,1,ITS,bc1152--bc1170,Descurainia sophia,2,"Monday, May 18, 2020",Late May,Mattawa,C,Potato,2020
Nightshade,Solanaceae,Nightshade,Solanum,577,0,1,trnF,bc1106--bc1176,Solanum gourlayi,10,"Wednesday, July 15, 2020",Late July,Mattawa,D,Potato,2020
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,108,0,1,ITS,bc1152--bc1170,Solanum pinnatisectum,2090,"Monday, May 18, 2020",Late May,Mattawa,C,Potato,2020
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,107,1,1,ITS,bc1146--bc1189,Solanum pinnatisectum,3287,"Monday, May 18, 2020",Late May,Mattawa,C,Potato,2020
Potato,Solanaceae,potato,Solanum,108,0,1,trnF,bc1110--bc1175,Solanum tuberosum,57,"Monday, May 18, 2020",Late May,Mattawa,C,Potato,2020
Potato,Solanaceae,potato,Solanum,362,0,1,trnF,bc1110--bc1142,Solanum tuberosum,2,"Wednesday, June 3, 2020",Early June,Mattawa,D,Potato,2020
Potato,Solanaceae,potato,Solanum,372,0,1,trnF,bc1112--bc1143,Solanum tuberosum,11,"Wednesday, June 3, 2020",Early June,Othello,F,Potato,2020
Potato,Solanaceae,potato,Solanum,577,0,1,trnF,bc1106--bc1176,Solanum tuberosum,560,"Wednesday, July 15, 2020",Late July,Mattawa,D,Potato,2020
Potato,Solanaceae,potato,Solanum,107,1,1,trnF,bc1109--bc1175,Solanum tuberosum,170,"Monday, May 18, 2020",Late May,Mattawa,C,Potato,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,372,0,1,trnF,bc1112--bc1143,Salsola collina,3,"Wednesday, June 3, 2020",Early June,Othello,F,Potato,2020
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,577,0,1,trnF,bc1106--bc1176,Salsola collina,218,"Wednesday, July 15, 2020",Late July,Mattawa,D,Potato,2020
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,108,0,1,trnF,bc1110--bc1175,Chenopodium album,15,"Monday, May 18, 2020",Late May,Mattawa,C,Potato,2020
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,577,0,1,trnF,bc1106--bc1176,Chenopodium album,23,"Wednesday, July 15, 2020",Late July,Mattawa,D,Potato,2020
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,107,1,1,ITS,bc1146--bc1189,Chenopodium album,9,"Monday, May 18, 2020",Late May,Mattawa,C,Potato,2020
Cannabis,Cannabaceae,Cannabis,Cannabis,113,1,1,ITS,bc1152--bc1172,Cannabis sativa,2894,"Monday, May 18, 2020",Late May,Mattawa,C,Russian thistle,2020
Cannabis,Cannabaceae,Cannabis,Cannabis,153,1,0,ITS,bc1152--bc1155,Cannabis sativa,2,"Monday, May 25, 2020",Late May,Paterson,H,Russian thistle,2020
Cannabis,Cannabaceae,Cannabis,Cannabis,227,0,0,ITS,bc1153--bc1189,Cannabis sativa,2,"Wednesday, June 3, 2020",Early June,Moxee,A,Russian thistle,2020
Crop,Cucurbitaceae,pumpkin or winter squash,Cucurbita,792,0,1,ITS,bc1124--bc1171,Cucurbita pepo,7,"Thursday, August 27, 2020",Late August,Othello,E,Russian thistle,2020
Crop,Apiaceae,carrot,Daucus,171,0,0,ITS,bc1140--bc1152,Daucus carota,55,"Wednesday, May 27, 2020",Late May,Paterson,J,Russian thistle,2020
Crop,Polygonaceae,Buckwheat,Fagopyrum,655,0,0,trnF,bc1144--bc1176,Fagopyrum esculentum,2,"Wednesday, August 12, 2020",Early August,Othello,F,Russian thistle,2020
Crop,Fabaceae,soybean,Glycine,16,0,0,ITS,bc1150--bc1173,Glycine max,555,"Wednesday, May 13, 2020",Early May,Paterson,H,Russian thistle,2020
Crop,Fabaceae,soybean,Glycine,16,0,0,trnF,bc1103--bc1110,Glycine soja,6,"Wednesday, May 13, 2020",Early May,Paterson,H,Russian thistle,2020
Crop,Poaceae,Barley,Hordeum,199,1,1,trnF,bc1097--bc1108,Hordeum vulgare,14,"Wednesday, May 27, 2020",Late May,Pasco,M,Russian thistle,2020
Crop,Asteraceae,garden lettuce,Lactuca,496,0,0,trnF,bc1097--bc1105,Lactuca sativa,5,"Thursday, June 25, 2020",Late June,Paterson,I,Russian thistle,2020
Crop,Asteraceae,garden lettuce,Lactuca,568,1,0,trnF,bc1103--bc1176,Lactuca sativa,5,"Wednesday, July 15, 2020",Late July,Moxee,A,Russian thistle,2020
Crop,Fabaceae,Pea,Pisum,227,0,0,ITS,bc1153--bc1189,Pisum sativum,4,"Wednesday, June 3, 2020",Early June,Moxee,A,Russian thistle,2020
Crop,Solanaceae,Tomato,Solanum,137,1,0,ITS,bc1152--bc1154,Solanum lycopersicum,3,"Monday, May 25, 2020",Late May,Paterson,H,Russian thistle,2020
Crop,Solanaceae,Tomato,Solanum,370,0,1,trnF,bc1111--bc1143,Solanum lycopersicum,3,"Wednesday, June 3, 2020",Early June,Mattawa,D,Russian thistle,2020
Crop,Solanaceae,Tomato,Solanum,512,0,1,trnF,bc1100--bc1106,Solanum lycopersicum,9,"Thursday, June 25, 2020",Late June,Pasco,M,Russian thistle,2020
Crop,Solanaceae,Tomato,Solanum,552,0,0,trnF,bc1114--bc1169,Solanum lycopersicum,10,"Wednesday, July 1, 2020",Early July,Mattawa,B,Russian thistle,2020
Crop,Solanaceae,Wild Tomato,Solanum,568,1,0,ITS,bc1134--bc1191,Solanum pennellii,3,"Wednesday, July 15, 2020",Late July,Moxee,A,Russian thistle,2020
Crop,Fabaceae,cowpea,Vigna,153,1,0,ITS,bc1152--bc1155,Vigna unguiculata,18,"Monday, May 25, 2020",Late May,Paterson,H,Russian thistle,2020
Crop,Fabaceae,cowpea,Vigna,16,0,0,ITS,bc1150--bc1173,Vigna unguiculata,2,"Wednesday, May 13, 2020",Early May,Paterson,H,Russian thistle,2020
Crop,Fabaceae,cowpea,Vigna,84,1,1,ITS,bc1146--bc1155,Vigna unguiculata,3,"Monday, May 18, 2020",Late May,Mattawa,B,Russian thistle,2020
Grass,Poaceae,Barbed Goatgrass,Aegilops,123,0,1,ITS,bc1152--bc1191,Aegilops triuncialis,6,"Monday, May 18, 2020",Late May,Mattawa,D,Russian thistle,2020
Grass,Poaceae,Meadow Fescue,Festuca,552,0,0,trnF,bc1114--bc1169,Festuca pratensis,6,"Wednesday, July 1, 2020",Early July,Mattawa,B,Russian thistle,2020
Grass,Poaceae,Perennial Ryegrass,Lolium,552,0,0,trnF,bc1114--bc1169,Lolium perenne,2,"Wednesday, July 1, 2020",Early July,Mattawa,B,Russian thistle,2020
Grass,Poaceae,rye,Secale,123,0,1,ITS,bc1152--bc1191,Secale cereale,14,"Monday, May 18, 2020",Late May,Mattawa,D,Russian thistle,2020
Grass,Poaceae,Wheat,Triticum,123,0,1,ITS,bc1152--bc1191,Triticum aestivum,108,"Monday, May 18, 2020",Late May,Mattawa,D,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,171,0,0,trnF,bc1107--bc1113,Bassia littorea,4,"Wednesday, May 27, 2020",Late May,Paterson,J,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,487,1,1,trnF,bc1100--bc1103,Bassia littorea,3,"Thursday, June 25, 2020",Late June,Paterson,H,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,655,0,0,trnF,bc1144--bc1176,Bassia littorea,45,"Wednesday, August 12, 2020",Early August,Othello,F,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,792,0,1,trnF,bc1108--bc1177,Bassia littorea,3,"Thursday, August 27, 2020",Late August,Othello,E,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,137,1,0,trnF,bc1097--bc1107,Bassia littorea,2,"Monday, May 25, 2020",Late May,Paterson,H,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,198,0,0,trnF,bc1107--bc1110,Bassia littorea,39,"Wednesday, May 27, 2020",Late May,Pasco,M,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,232,1,1,trnF,bc1108--bc1110,Bassia littorea,24,"Wednesday, June 3, 2020",Early June,Moxee,A,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,345,1,1,trnF,bc1120--bc1142,Bassia littorea,84,"Wednesday, June 3, 2020",Early June,Mattawa,B,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,358,0,1,trnF,bc1109--bc1142,Bassia littorea,11,"Wednesday, June 3, 2020",Early June,Mattawa,C,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,369,1,1,trnF,bc1100--bc1143,Bassia littorea,3,"Wednesday, June 3, 2020",Early June,Mattawa,D,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,457,1,0,trnF,bc1110--bc1143,Bassia littorea,14,"Wednesday, June 17, 2020",Late June,Moxee,A,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,468,1,0,trnF,bc1100--bc1144,Bassia littorea,2,"Wednesday, June 17, 2020",Late June,Othello,E,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,482,1,0,trnF,bc1110--bc1144,Bassia littorea,4,"Wednesday, June 17, 2020",Late June,Othello,F,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,496,0,0,trnF,bc1097--bc1105,Bassia littorea,5,"Thursday, June 25, 2020",Late June,Paterson,I,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,556,1,1,trnF,bc1100--bc1107,Bassia littorea,389,"Wednesday, July 1, 2020",Early July,Mattawa,B,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,558,1,1,trnF,bc1108--bc1114,Bassia littorea,14,"Wednesday, July 1, 2020",Early July,Othello,E,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,644,0,0,trnF,bc1143--bc1176,Bassia littorea,32,"Wednesday, August 12, 2020",Early August,Moxee,A,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,763,0,0,trnF,bc1106--bc1177,Bassia littorea,3,"Thursday, August 27, 2020",Late August,Mattawa,C,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,16,0,0,trnF,bc1103--bc1110,Bassia littorea,2,"Wednesday, May 13, 2020",Early May,Paterson,H,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,299,1,1,trnF,bc1100--bc1142,Bassia littorea,2,"Wednesday, June 3, 2020",Early June,Mattawa,B,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,15,0,0,ITS,bc1150--bc1192,Bassia scoparia,315,"Wednesday, May 13, 2020",Early May,Paterson,H,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,792,0,1,ITS,bc1124--bc1171,Bassia scoparia,3,"Thursday, August 27, 2020",Late August,Othello,E,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,61,0,0,ITS,bc1146--bc1154,Bassia scoparia,3,"Monday, May 18, 2020",Late May,Mattawa,B,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,124,0,0,ITS,bc1152--bc1192,Bassia scoparia,8,"Monday, May 18, 2020",Late May,Mattawa,D,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,198,0,0,ITS,bc1153--bc1192,Bassia scoparia,6,"Wednesday, May 27, 2020",Late May,Pasco,M,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,199,1,1,ITS,bc1153--bc1173,Bassia scoparia,8,"Wednesday, May 27, 2020",Late May,Pasco,M,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,227,0,0,ITS,bc1153--bc1189,Bassia scoparia,38,"Wednesday, June 3, 2020",Early June,Moxee,A,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,556,1,1,ITS,bc1134--bc1171,Bassia scoparia,,"Wednesday, July 1, 2020",Early July,Mattawa,B,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,614,1,1,ITS,bc1134--bc1140,Bassia scoparia,33,"Thursday, July 16, 2020",Late July,Paterson,J,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,616,1,0,ITS,bc1134--bc1189,Bassia scoparia,15,"Thursday, July 16, 2020",Late July,Paterson,J,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,16,0,0,ITS,bc1150--bc1173,Bassia scoparia,2,"Wednesday, May 13, 2020",Early May,Paterson,H,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,17,1,1,ITS,bc1150--bc1154,Bassia scoparia,2,"Wednesday, May 13, 2020",Early May,Paterson,H,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,84,1,1,ITS,bc1146--bc1155,Bassia scoparia,19,"Monday, May 18, 2020",Late May,Mattawa,B,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,122,1,1,ITS,bc1152--bc1190,Bassia scoparia,12,"Monday, May 18, 2020",Late May,Mattawa,D,Russian thistle,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,15,0,0,ITS,bc1150--bc1192,Brassica carinata,11,"Wednesday, May 13, 2020",Early May,Paterson,H,Russian thistle,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,137,1,0,ITS,bc1152--bc1154,Brassica carinata,24,"Monday, May 25, 2020",Late May,Paterson,H,Russian thistle,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,153,1,0,ITS,bc1152--bc1155,Brassica carinata,561,"Monday, May 25, 2020",Late May,Paterson,H,Russian thistle,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,227,0,0,ITS,bc1153--bc1189,Brassica carinata,2,"Wednesday, June 3, 2020",Early June,Moxee,A,Russian thistle,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,16,0,0,ITS,bc1150--bc1173,Brassica carinata,7,"Wednesday, May 13, 2020",Early May,Paterson,H,Russian thistle,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,17,1,1,ITS,bc1150--bc1154,Brassica carinata,9,"Wednesday, May 13, 2020",Early May,Paterson,H,Russian thistle,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,84,1,1,ITS,bc1146--bc1155,Brassica carinata,1107,"Monday, May 18, 2020",Late May,Mattawa,B,Russian thistle,2020
Mustard,Brassicaceae,Chinese kale,Brassica,481,0,1,trnF,bc1109--bc1144,Brassica oleracea,6,"Wednesday, June 17, 2020",Late June,Othello,F,Russian thistle,2020
Mustard,Brassicaceae,Chinese kale,Brassica,644,0,0,trnF,bc1143--bc1176,Brassica oleracea,5,"Wednesday, August 12, 2020",Early August,Moxee,A,Russian thistle,2020
Mustard,Brassicaceae,Chinese kale,Brassica,17,1,1,ITS,bc1150--bc1154,Brassica oleracea,9,"Wednesday, May 13, 2020",Early May,Paterson,H,Russian thistle,2020
Mustard,Brassicaceae,Blue mustard,Chorispora,171,0,0,ITS,bc1140--bc1152,Chorispora tenella,237,"Wednesday, May 27, 2020",Late May,Paterson,J,Russian thistle,2020
Mustard,Brassicaceae,Blue mustard,Chorispora,153,1,0,ITS,bc1152--bc1155,Chorispora tenella,2,"Monday, May 25, 2020",Late May,Paterson,H,Russian thistle,2020
Mustard,Brassicaceae,Flixweed,Descurainia,171,0,0,ITS,bc1140--bc1152,Descurainia sophia,140,"Wednesday, May 27, 2020",Late May,Paterson,J,Russian thistle,2020
Mustard,Brassicaceae,Flixweed,Descurainia,61,0,0,ITS,bc1146--bc1154,Descurainia sophia,4,"Monday, May 18, 2020",Late May,Mattawa,B,Russian thistle,2020
Mustard,Brassicaceae,Flixweed,Descurainia,123,0,1,ITS,bc1152--bc1191,Descurainia sophia,2,"Monday, May 18, 2020",Late May,Mattawa,D,Russian thistle,2020
Mustard,Brassicaceae,Flixweed,Descurainia,153,1,0,ITS,bc1152--bc1155,Descurainia sophia,2,"Monday, May 25, 2020",Late May,Paterson,H,Russian thistle,2020
Mustard,Brassicaceae,Flixweed,Descurainia,199,1,1,ITS,bc1153--bc1173,Descurainia sophia,5,"Wednesday, May 27, 2020",Late May,Pasco,M,Russian thistle,2020
Mustard,Brassicaceae,Flixweed,Descurainia,227,0,0,ITS,bc1153--bc1189,Descurainia sophia,20,"Wednesday, June 3, 2020",Early June,Moxee,A,Russian thistle,2020
Mustard,Brassicaceae,Flixweed,Descurainia,16,0,0,ITS,bc1150--bc1173,Descurainia sophia,2,"Wednesday, May 13, 2020",Early May,Paterson,H,Russian thistle,2020
Mustard,Brassicaceae,Flixweed,Descurainia,84,1,1,ITS,bc1146--bc1155,Descurainia sophia,2,"Monday, May 18, 2020",Late May,Mattawa,B,Russian thistle,2020
Mustard,Brassicaceae,unknown,Pseudofortuynia,487,1,1,trnF,bc1100--bc1103,Pseudofortuynia leucoclada,4,"Thursday, June 25, 2020",Late June,Paterson,H,Russian thistle,2020
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,153,1,0,ITS,bc1152--bc1155,Sisymbrium altissimum,12,"Monday, May 25, 2020",Late May,Paterson,H,Russian thistle,2020
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,84,1,1,ITS,bc1146--bc1155,Sisymbrium altissimum,9,"Monday, May 18, 2020",Late May,Mattawa,B,Russian thistle,2020
Mustard,Brassicaceae,Tall mustard,Sisymbrium,122,1,1,ITS,bc1152--bc1190,Sisymbrium loeselii,4,"Monday, May 18, 2020",Late May,Mattawa,D,Russian thistle,2020
Nightshade,Solanaceae,Matrimony vine,Lycium,227,0,0,ITS,bc1153--bc1189,Lycium barbarum,308,"Wednesday, June 3, 2020",Early June,Moxee,A,Russian thistle,2020
Nightshade,Solanaceae,Goji,Lycium,153,1,0,trnF,bc1107--bc1111,Lycium chinense,14,"Monday, May 25, 2020",Late May,Paterson,H,Russian thistle,2020
Nightshade,Solanaceae,Goji,Lycium,358,0,1,trnF,bc1109--bc1142,Lycium chinense,15,"Wednesday, June 3, 2020",Early June,Mattawa,C,Russian thistle,2020
Nightshade,Solanaceae,Goji,Lycium,113,1,1,trnF,bc1112--bc1169,Lycium ferocissimum,10,"Monday, May 18, 2020",Late May,Mattawa,C,Russian thistle,2020
Nightshade,Solanaceae,Coyote tobacco,Nicotiana,552,0,0,trnF,bc1114--bc1169,Nicotiana attenuata,4,"Wednesday, July 1, 2020",Early July,Mattawa,B,Russian thistle,2020
Nightshade,Solanaceae,Henbane bell,Scopolia,556,1,1,trnF,bc1100--bc1107,Scopolia carniolica,2,"Wednesday, July 1, 2020",Early July,Mattawa,B,Russian thistle,2020
Nightshade,Solanaceae,Nightshade,Solanum,198,0,0,trnF,bc1107--bc1110,Solanum gourlayi,2,"Wednesday, May 27, 2020",Late May,Pasco,M,Russian thistle,2020
Nightshade,Solanaceae,Nightshade,Solanum,232,1,1,trnF,bc1108--bc1110,Solanum gourlayi,3,"Wednesday, June 3, 2020",Early June,Moxee,A,Russian thistle,2020
Nightshade,Solanaceae,Nightshade,Solanum,568,1,0,trnF,bc1103--bc1176,Solanum gourlayi,2,"Wednesday, July 15, 2020",Late July,Moxee,A,Russian thistle,2020
Nightshade,Solanaceae,Nightshade,Solanum,17,1,1,trnF,bc1105--bc1112,Solanum gourlayi,9,"Wednesday, May 13, 2020",Early May,Paterson,H,Russian thistle,2020
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,171,0,0,ITS,bc1140--bc1152,Solanum pinnatisectum,5,"Wednesday, May 27, 2020",Late May,Paterson,J,Russian thistle,2020
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,61,0,0,ITS,bc1146--bc1154,Solanum pinnatisectum,2,"Monday, May 18, 2020",Late May,Mattawa,B,Russian thistle,2020
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,113,1,1,ITS,bc1152--bc1172,Solanum pinnatisectum,4,"Monday, May 18, 2020",Late May,Mattawa,C,Russian thistle,2020
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,123,0,1,ITS,bc1152--bc1191,Solanum pinnatisectum,4,"Monday, May 18, 2020",Late May,Mattawa,D,Russian thistle,2020
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,124,0,0,ITS,bc1152--bc1192,Solanum pinnatisectum,7,"Monday, May 18, 2020",Late May,Mattawa,D,Russian thistle,2020
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,137,1,0,ITS,bc1152--bc1154,Solanum pinnatisectum,136,"Monday, May 25, 2020",Late May,Paterson,H,Russian thistle,2020
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,153,1,0,ITS,bc1152--bc1155,Solanum pinnatisectum,13,"Monday, May 25, 2020",Late May,Paterson,H,Russian thistle,2020
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,199,1,1,ITS,bc1153--bc1173,Solanum pinnatisectum,25,"Wednesday, May 27, 2020",Late May,Pasco,M,Russian thistle,2020
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,549,1,0,ITS,bc1133--bc1155,Solanum pinnatisectum,8,"Wednesday, July 1, 2020",Early July,Moxee,A,Russian thistle,2020
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,568,1,0,ITS,bc1134--bc1191,Solanum pinnatisectum,8,"Wednesday, July 15, 2020",Late July,Moxee,A,Russian thistle,2020
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,122,1,1,ITS,bc1152--bc1190,Solanum pinnatisectum,4,"Monday, May 18, 2020",Late May,Mattawa,D,Russian thistle,2020
Pigweed,Amaranthaceae,Spiny Pigweed,Amaranthus,655,0,0,trnF,bc1144--bc1176,Amaranthus spinosus,4,"Wednesday, August 12, 2020",Early August,Othello,F,Russian thistle,2020
