Type,Family,Common,Genus,BLH,BLTVA ,BCTV,BarCode,Query,Organism,Sequences,Date,Time,Region,Site,HostPlant,Year
Kochia,Amaranthaceae,Kochia,Bassia,365,0,0,trnF,bc1106--bc1177,Bassia littorea,2,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Flixweed,2021
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,365,0,0,trnF,bc1106--bc1177,Sisymbrium altissimum,2,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Flixweed,2021
Potato,Solanaceae,potato,Solanum,365,0,0,trnF,bc1106--bc1177,Solanum tuberosum,2,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Flixweed,2021
Tree,Betulaceae,Alder,Alnus,365,0,0,trnF,bc1106--bc1177,Alnus jorullensis,2,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Flixweed,2021
Weed,Convolvulaceae,Field bindweed,Convolvulus,365,0,0,trnF,bc1106--bc1177,Convolvulus arvensis,2,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Flixweed,2021
Weed,Asteraceae,Prickly Lettuce,Lactuca,365,0,0,trnF,bc1106--bc1177,Lactuca serriola,3,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Flixweed,2021
Grass,Poaceae,Poverty Brome,Bromus,366,0,0,ITS,bc1134--bc1160,Bromus sterilis,6,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Tumble mustard,2021
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,366,0,0,ITS,bc1134--bc1160,Sisymbrium altissimum,123,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Tumble mustard,2021
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,379,0,0,ITS,bc1134--bc1172,Sisymbrium altissimum,289,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Crop,Solanaceae,Tomato,Solanum,380,0,0,trnF,bc1107--bc1177,Solanum lycopersicum,471,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,380,0,0,ITS,bc1134--bc1161,Sisymbrium altissimum,101,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Pigweed,Amaranthaceae,Spiny Pigweed,Amaranthus,380,0,0,trnF,bc1107--bc1177,Amaranthus spinosus,14,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Tree,Juglandaceae,English walnut,Juglans,380,0,0,trnF,bc1107--bc1177,Juglans regia,4,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Weed,Basellaceae,Vine Spinach,Basella,380,0,0,trnF,bc1107--bc1177,Basella alba,8,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Crop,Asteraceae,garden lettuce,Lactuca,381,0,0,trnF,bc1108--bc1177,Lactuca sativa,4,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Crop,Solanaceae,Tomato,Solanum,381,0,0,trnF,bc1108--bc1177,Solanum lycopersicum,90,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Grass,Poaceae,Mediterranean barley,Hordeum,381,0,0,trnF,bc1108--bc1177,Hordeum marinum,7,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Kochia,Amaranthaceae,Kochia,Bassia,381,0,0,trnF,bc1108--bc1177,Bassia littorea,8,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,381,0,0,trnF,bc1108--bc1177,Sisymbrium altissimum,94,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,381,0,0,trnF,bc1108--bc1177,Salsola collina,66,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Crop,Solanaceae,Tomato,Solanum,392,1,0,trnF,bc1103--bc1178,Solanum lycopersicum,7,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Crop,Fabaceae,cowpea,Vigna,392,1,0,trnF,bc1103--bc1178,Vigna unguiculata,4,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Grass,Poaceae,Wild barley,Hordeum,392,1,0,trnF,bc1103--bc1178,Hordeum brevisubulatum,3,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Kochia,Amaranthaceae,Kochia,Bassia,392,1,0,trnF,bc1103--bc1178,Bassia littorea,2,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Weed,Convolvulaceae,Field bindweed,Convolvulus,392,1,0,trnF,bc1103--bc1178,Convolvulus arvensis,2,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Kochia,Amaranthaceae,Kochia,Bassia,412,0,0,trnF,bc1105--bc1178,Bassia littorea,2,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Potato,Solanaceae,potato,Solanum,412,0,0,trnF,bc1105--bc1178,Solanum tuberosum,18,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,412,0,0,trnF,bc1105--bc1178,Salsola collina,20,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Tree,Pinaceae,Japanese Red Pine,Pinus,412,0,0,trnF,bc1105--bc1178,Pinus densiflora,10,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,412,0,0,trnF,bc1105--bc1178,Chenopodium album,26,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Crop,Asteraceae,garden lettuce,Lactuca,413,0,0,trnF,bc1106--bc1178,Lactuca sativa,5,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Grass,Poaceae,Poverty Brome,Bromus,413,0,0,trnF,bc1106--bc1178,Bromus sterilis,7,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Kochia,Amaranthaceae,Kochia,Bassia,413,0,0,trnF,bc1106--bc1178,Bassia littorea,2,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,413,0,0,trnF,bc1106--bc1178,Sisymbrium altissimum,2,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Potato,Solanaceae,potato,Solanum,413,0,0,trnF,bc1106--bc1178,Solanum tuberosum,62,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,414,0,,ITS,bc1123--bc1172,Sisymbrium altissimum,220,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Weed,Asteraceae,Prickly Lettuce,Lactuca,414,0,,ITS,bc1123--bc1172,Lactuca serriola,11,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,415,0,,ITS,bc1123--bc1160,Sisymbrium altissimum,88,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Crop,Asteraceae,garden lettuce,Lactuca,416,0,,trnF,bc1107--bc1178,Lactuca sativa,9,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Crop,Solanaceae,Tomato,Solanum,416,0,,trnF,bc1107--bc1178,Solanum lycopersicum,84,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Grass,Poaceae,Poverty Brome,Bromus,416,0,,trnF,bc1107--bc1178,Bromus sterilis,12,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,416,0,,trnF,bc1107--bc1178,Sisymbrium altissimum,41,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,416,0,,ITS,bc1123--bc1191,Sisymbrium altissimum,103,"Wednesday, May 26, 2021",Late May,Moxee,Moxee farm,Kochia,2021
Grass,Poaceae,Poverty Brome,Bromus,448,0,0,trnF,bc1108--bc1178,Bromus sterilis,7,"Wednesday, May 26, 2021",Late May,Othello,Othello farm,Kochia,2021
Kochia,Amaranthaceae,Kochia,Bassia,448,0,0,trnF,bc1108--bc1178,Bassia littorea,48,"Wednesday, May 26, 2021",Late May,Othello,Othello farm,Kochia,2021
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,448,0,0,trnF,bc1108--bc1178,Sisymbrium altissimum,8,"Wednesday, May 26, 2021",Late May,Othello,Othello farm,Kochia,2021
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,448,0,0,trnF,bc1108--bc1178,Salsola collina,146,"Wednesday, May 26, 2021",Late May,Othello,Othello farm,Kochia,2021
Weed,Basellaceae,Vine Spinach,Basella,448,0,0,trnF,bc1108--bc1178,Basella alba,11,"Wednesday, May 26, 2021",Late May,Othello,Othello farm,Kochia,2021
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,449,0,,ITS,bc1123--bc1161,Sisymbrium altissimum,147,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Kochia,2021
Kochia,Amaranthaceae,Kochia,Bassia,466,0,,trnF,bc1097--bc1103,Bassia littorea,11,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,466,0,,trnF,bc1097--bc1103,Salsola collina,5,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Grass,Poaceae,Mediterranean barley,Hordeum,467,0,,trnF,bc1100--bc1103,Hordeum marinum,4,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,467,0,,trnF,bc1100--bc1103,Bassia littorea,290,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Crop,Asteraceae,garden lettuce,Lactuca,468,0,0,trnF,bc1097--bc1105,Lactuca sativa,88,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Grass,Poaceae,Poverty Brome,Bromus,468,0,0,trnF,bc1097--bc1105,Bromus sterilis,4,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Grass,Poaceae,Meadow Fescue,Festuca,468,0,0,trnF,bc1097--bc1105,Festuca pratensis,23,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,468,0,0,trnF,bc1097--bc1105,Bassia littorea,15,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Mustard,Brassicaceae,Flixweed,Descurainia,468,0,0,trnF,bc1097--bc1105,Descurainia sophia,130,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,468,0,0,ITS,bc1124--bc1163,Sisymbrium altissimum,30,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Grass,Poaceae,Poverty Brome,Bromus,499,1,,trnF,bc1100--bc1105,Bromus sterilis,43,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,499,1,,trnF,bc1100--bc1105,Bassia littorea,33,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,499,1,,trnF,bc1100--bc1105,Sisymbrium altissimum,80,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,499,1,,trnF,bc1100--bc1105,Salsola collina,10,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Crop,Asteraceae,garden lettuce,Lactuca,530,1,,trnF,bc1105--bc1111,Lactuca sativa,8,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Crop,Solanaceae,Tomato,Solanum,530,1,,trnF,bc1105--bc1111,Solanum lycopersicum,6,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Grass,Poaceae,Poverty Brome,Bromus,530,1,,trnF,bc1105--bc1111,Bromus sterilis,9,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Grass,Poaceae,Mediterranean barley,Hordeum,530,1,,trnF,bc1105--bc1111,Hordeum marinum,5,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,530,1,,trnF,bc1105--bc1111,Bassia littorea,477,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,530,1,,trnF,bc1105--bc1111,Sisymbrium altissimum,39,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,530,1,,trnF,bc1105--bc1111,Salsola collina,53,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Crop,Asteraceae,garden lettuce,Lactuca,541,0,0,trnF,bc1105--bc1113,Lactuca sativa,10,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Grass,Poaceae,Poverty Brome,Bromus,541,0,0,trnF,bc1105--bc1113,Bromus sterilis,18,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,541,0,0,trnF,bc1105--bc1113,Bassia littorea,47,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,541,0,0,trnF,bc1105--bc1113,Sisymbrium altissimum,52,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,541,0,0,trnF,bc1105--bc1113,Salsola collina,16,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Weed,Amaranthaceae,Lambsquarter White goosefoot,Chenopodium,541,0,0,trnF,bc1105--bc1113,Chenopodium album,19,"Wednesday, May 26, 2021",Late May,Pasco,Pasco farm,Tumble mustard,2021
Crop,Asteraceae,garden lettuce,Lactuca,548,0,0,trnF,bc1097--bc1106,Lactuca sativa,4,"Wednesday, June 2, 2021",Early June,Moxee,Moxee farm,Loesel's mustard,2021
Grass,Poaceae,Poverty Brome,Bromus,548,0,0,trnF,bc1097--bc1106,Bromus sterilis,10,"Wednesday, June 2, 2021",Early June,Moxee,Moxee farm,Loesel's mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,548,0,0,trnF,bc1097--bc1106,Bassia littorea,14,"Wednesday, June 2, 2021",Early June,Moxee,Moxee farm,Loesel's mustard,2021
Potato,Solanaceae,potato,Solanum,548,0,0,trnF,bc1097--bc1106,Solanum tuberosum,111,"Wednesday, June 2, 2021",Early June,Moxee,Moxee farm,Loesel's mustard,2021
Crop,Fabaceae,cowpea,Vigna,549,0,,trnF,bc1100--bc1106,Vigna unguiculata,5,"Wednesday, June 2, 2021",Early June,Moxee,Moxee farm,Flixweed,2021
Grass,Poaceae,Wild barley,Hordeum,549,0,,trnF,bc1100--bc1106,Hordeum brevisubulatum,6,"Wednesday, June 2, 2021",Early June,Moxee,Moxee farm,Flixweed,2021
Kochia,Amaranthaceae,Kochia,Bassia,549,0,,trnF,bc1100--bc1106,Bassia littorea,5,"Wednesday, June 2, 2021",Early June,Moxee,Moxee farm,Flixweed,2021
Kochia,Amaranthaceae,Kochia,Bassia,623,0,,trnF,bc1106--bc1112,Bassia littorea,68,"Wednesday, June 2, 2021",Early June,Moxee,Moxee farm,Tumble mustard,2021
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,623,0,,trnF,bc1106--bc1112,Salsola collina,11,"Wednesday, June 2, 2021",Early June,Moxee,Moxee farm,Tumble mustard,2021
Crop,Asteraceae,garden lettuce,Lactuca,624,0,,trnF,bc1106--bc1113,Lactuca sativa,158,"Wednesday, June 2, 2021",Early June,Moxee,Moxee farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,624,0,,trnF,bc1106--bc1113,Bassia littorea,347,"Wednesday, June 2, 2021",Early June,Moxee,Moxee farm,Tumble mustard,2021
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,624,0,,trnF,bc1106--bc1113,Sisymbrium altissimum,3,"Wednesday, June 2, 2021",Early June,Moxee,Moxee farm,Tumble mustard,2021
Potato,Solanaceae,potato,Solanum,624,0,,trnF,bc1106--bc1113,Solanum tuberosum,228,"Wednesday, June 2, 2021",Early June,Moxee,Moxee farm,Tumble mustard,2021
Mustard,Brassicaceae,Flixweed,Descurainia,625,0,,trnF,bc1114--bc1169,Descurainia sophia,655,"Wednesday, June 2, 2021",Early June,Moxee,Moxee farm,Tumble mustard,2021
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,625,0,,trnF,bc1114--bc1169,Sisymbrium altissimum,276,"Wednesday, June 2, 2021",Early June,Moxee,Moxee farm,Tumble mustard,2021
Grass,Poaceae,Poverty Brome,Bromus,626,0,,trnF,bc1100--bc1107,Bromus sterilis,11,"Wednesday, June 2, 2021",Early June,Moxee,Moxee farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,626,0,,trnF,bc1100--bc1107,Bassia littorea,6,"Wednesday, June 2, 2021",Early June,Moxee,Moxee farm,Tumble mustard,2021
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,626,0,,trnF,bc1100--bc1107,Sisymbrium altissimum,12,"Wednesday, June 2, 2021",Early June,Moxee,Moxee farm,Tumble mustard,2021
